Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
5347,0.7-3974,5352401,"Where you two been ?
I 'll tell you where we 've been .
Your son deliberately disobeyed me and went surfing this morning , knowing full well he wasn 't supposed to leave his room . You know , it 's safe to say you 're going to be on restriction for the rest of your natural-born life , pal . So , up to your room .
Was that necessary ?
Your son came home stinking drunk last night . So I put him on restriction . That means in his room , and that means no surfing !
Have you ever watched him surf , David ? I mean , really watched him ?
God has given him a gift .
I don 't care if God gave him a surfboard from the burning bush .
He disobeyed me !",Angry,Disappointed,Angry,Angry
5348,0.9-1687508,4565536,"Almost all of our munitions and food is gone . Our troops never should have dropped their packs on the way up this miserable mountain .
Thank God I kept mine .",Grateful,Grateful,Grateful,Grateful
5349,0.9-1731940,4684326,"You let that American storm back in there !
I didn 't let him do anything .",Trusting,Trusting,Trusting,Acknowledging (Other)
5350,0.9-1483976,4020572,"I hope this Bombay hurries up with the show please , ' cause , uh ... I want to get up there and sing .",Anticipating,Anticipating,Anticipating,Anticipating
5351,0.9-1671003,4521204,how this romeo can play flute .,Surprised,Surprised,Impressed,Surprised
5352,0.9-1771037,4786238,"Can you promise me one thing ?
If I am gone ... you can 't fall in love with other girls .",Jealous,Jealous,Jealous,Jealous
5353,0.9-1810093,4888700,This is the best day of my life . You just had a baby .,Excited,Excited,Joyful,Excited
5354,0.9-1822957,4920608,Dora ... No one is around .,Lonely,Lonely,Lonely,Lonely
5355,0.9-1529009,4137984,HONG KONG JOCKEY CLUB . I REMEMBER SEEING THAT .,Nostalgic,Nostalgic,Nostalgic,Nostalgic
5356,0.9-1770661,4785135,"What are we doin ' ?
Get your coats .",Prepared,Prepared,Anticipating,Prepared
5357,0.9-1692794,4580246,"Not in the mood ?
I haven 't had sex in two days .
Is that unusual ? Unprecedented . People think my life is so much better than theirs ... that all they have to do is sleep with me , and some of it rubs off .
You never been married ?
He never met the right girl . He grew up in Lincoln , Nebraska .
Yep . Right down the street from the movie theater .
What about family ?
Only child . Dad and Mom . Dad was a plumbing contractor . Believe it or not , Liam can fix a toilet pretty well . His mom worked for the phone company .",Impressed,Impressed,Impressed,Proud
5358,0.8-3760,3709691,"Have you ?
What I especially see , is my mother dying ' .",Devastated,Devastated,Sad,Devastated
5359,0.9-1659803,4488949,"Hi , Father . Ryan . How are you ?
It 's been hard . I just I wanted to thank you for calling me about Jimmy and the words you said at the funeral . He always loved this place .",Nostalgic,Nostalgic,Nostalgic,Sentimental
5360,0.9-1714229,4636239,"Didn 't think you 'd be out of bed so soon . Oh , look . I 've never been able to do this before .",-,Surprised,Neutral,Impressed
5361,0.8-235,207002,"You prefer to talk ?
I used to know what I wanted . Suddenly everything has become so complicated .
Avalanches falling in on me from all sides .",Terrified,Afraid,Terrified,Terrified
5362,0.9-1771945,4788263,"What is he intending on doing ?
We gave him everything , so let 's have trust in him .",Trusting,Trusting,Faithful,Trusting
5363,0.9-1683076,4553166,"You make that much listening to people whine about their relationships ?
No , I definitely don 't .",-,neutral (Other),Agreeing,Apprehensive
5364,0.9-1562886,4226804,"That 's not cool , Robby .",Questioning,Questioning,Questioning,Acknowledging
5365,0.9-1641592,4439946,"I was walking by a store window on Fifth Avenue , and I couldn 't resist . Oh , no . Please don 't be a ring .
I hope you like it . They 're beautiful .",Encouraging,Encouraging,Consoling,Encouraging
5366,0.9-2465169,6598142,"Buongiorno !
We present II Grande Bandini direct from the Victoria Palace .
The Victoria Palace , eh ?
I played there myself in my younger days .
What kind of an act do you do ?
Escapologist .
A what ? I escape .
Escape from what ?
From trunks . From tanks filled with water .
From chains , from locked cages .
Yeah , but not from your hotel bill , I hope .",Encouraging,Encouraging,Encouraging,Consoling
5367,0.9-1810462,4889565,"have you seen Emily ?
Sorry , man . I don 't know where she is",Sympathizing,Sympathizing,Lonely,Sympathizing
5368,0.9-1696859,4590868,"You want me to sign the book ?
Maybe later .",Suggesting,Suggesting,Questioning,Suggesting
5369,0.9-1651025,4465757,Why did you take the gun ?,Questioning,Questioning,Sentimental,Questioning
5370,0.9-1795830,4852463,"And thank you for kissing me .
Yours , Richy",Wishing,Wishing,Encouraging,Wishing
5371,0.9-1510859,4091911,"Did you see a brown dog run past here ?
There was ... it ran that way .",Acknowledging,Acknowledging,Nostalgic,Acknowledging
5372,0.8-4097,4072369,"Woody ?
I 've been trying to get through for ten minutes .
What was that ? / There 's been sporadic gunfire down here , Jordan . We found something . We 're on our way back . Look out !",-,Afraid,Apprehensive,Terrified
5373,0.8-5304,5277434,"Ten years ago , moira was a rising star on the woman 's pro golf tour .
Josh , come on ! For crying out loud . But her uncontrollable anger ... You are such an a-hole ! And her drinking caused her to wash out . Um , I think we 're next .
Uh ... Uh , yeah . We checked in first . Now she and her husband , Josh , spent their time getting hammered and taking cheap shots ... At each other . Hope that was your practice swing . Shut up and drink . There are several things that you can look in a relationship to see if it 's going in the wrong direction . So one of them is withdrawal .
Another one is stonewalling .
Uh , another one , which is the most significant one , is contempt . If you have contempt in a relationship , that means you 've really lost communication between the spouses . And that is not a very good sign for the duration of the relationship .
Shut the hell up !",Furious,Furious,Furious,Furious
5374,0.9-2197346,5881764,"You have to do something before the deal . Someone has to pick up Sunny . You 'll have to go .
Can 't you give me a better job ? Why ?
She 's annoying . Taking that dog everywhere .",-,Furious,Angry,Annoyed
5375,0.9-1599846,4323403,"I have to see him now .
Blunt . You and I need to talk .
We have discussed this , Mr Hepple . If you wish to speak to me , you must make an appointment and wait your turn .
I have been waiting for ten years .",Anticipating,Anticipating,Hopeful,Anticipating
5376,0.7-2487,3576165,"This is scary .
I am so nervous .",Anxious,Anxious,Apprehensive,Anxious
5377,0.9-1734565,4690936,I 'm not so sure about this . What if somebody recognizes me ?,Apprehensive,Apprehensive,Anxious,Apprehensive
5378,0.9-1734026,4689769,"Hey , you 're out of T.p. Any girls show up looking for me ?
I hooked us up with some paralegals .
You get Melissa , I get Doreen . No , wait a minute . Why do I stand here , with my hands in my metaphorical pockets ... chained to my comfortable spot of fear ?
Are you rehearsing for a play ?
No , man , I 'm talking about Genevieve . Come on .
I miss her . I want to see her again . By summer , I want to lose five pounds . I blew it , man . I 'm a complete moron . We 're guys . It 's an accepted fact of our sex that we do stupid stuff .",-,Embarrassed,Ashamed,Guilty
5379,0.9-1611030,4354117,"It is over .
Look . We will primulas to do then you again as good as new .
Ida , please , that station . The transmitter would transmit a message ?
Of course , I care for it .",Caring,Caring,Agreeing,Caring
5380,0.9-1903870,5115146,"Su , you show great improvement
Yes ! I 've become much stronger Even your confidence has returned",Proud,Confident,Proud,Proud
5381,0.9-1718106,4646993,"How are you , Mother ?
I 'm fine . Have a seat .",-,Joyful,Confident,Content
5382,0.9-1648525,4459005,I have been ruined !,Devastated,Devastated,Sad,Devastated
5383,0.9-3110627,8404397,I thought we were going to a nice lunch . I was promised champagne . Sorry but I had a hankering for a greasy cheeseburger instead .,Devastated,Devastated,Devastated,Disappointed
5384,0.9-1641340,4439284,"What can I serve you ?
This cup is dirty .",Disgusted,Disgusted,Annoyed,Disgusted
5385,0.9-1827860,4931791,"Coat .
I don 't have a coat .",Embarrassed,Embarrassed,Anxious,Embarrassed
5386,0.9-2506046,6723242,"Man , I 'm psyched ! This is gonna be cool ! Don 't get carried away , dummy ! Found it !",Excited,Excited,Excited,Excited
5387,0.9-1791660,4841411,"Who monitors me ?
Is not ready for this response .
I heard that name before .
We are true believers .",Faithful,Faithful,Faithful,Confident
5388,0.7-3987,5364656,"Kiki , put your socks on , or I will be mad at you !
No , I don 't want to put on my socks . But without your socks , you 'll get sick .
No , I don 't want to . I am angry now .
Stop ! Hurry up ... Don 't you dare hit me ?
I am angry !",Angry,Angry,Angry,Devastated
5389,0.9-1698047,4594243,"What happened bro ?
I am so glad you are here . If not , I wouldn 't be able to handle it .",Grateful,Grateful,Grateful,Grateful
5390,0.9-1733424,4688273,I 've killed my uncle .,Guilty,Guilty,Guilty,Guilty
5391,0.9-1495222,4050821,"Delta wave frequencies are at two point nine Hertz .
Which means ?
He may regain consciousness soon .",Hopeful,Hopeful,Hopeful,Anticipating
5392,0.9-1700070,4599985,"Wow , these fellas really let themselves go . And they 're so fat .",Impressed,Surprised,Impressed,Impressed
5393,0.9-1786157,4825640,"Do you know what I think ? are in many places together . They are very good friends but totally different . David always concentrated of beauty , hope . While Mark ...",Proud,Agreeing,Proud,Proud
5394,0.9-1858855,5004719,"Goddamn it ... some kind of emergency duty .
the liplock ! Over ten years ... And now the day ... finally comes ... !
you may kiss the bride .
Umeko . This is the happiest I 've ever been .",Excited,Joyful,Excited,Excited
5395,0.9-1850335,4984719,"Is there any employee named Deepa ?
No one here .",Lonely,Lonely,Lonely,Sad
5396,0.9-1589322,4296653,It reminds me a little of Mayberry R.F.D Where is that ?,Nostalgic,Nostalgic,Nostalgic,Sentimental
5397,0.9-1775173,4796414,Get ready !,Prepared,Prepared,Prepared,Prepared
5398,0.9-1699541,4598550,"Victor , I am sorry to be to bother you , but they came .
Well . My father would be very proud today for the initiation and achievements which we have obtained the expansion our control world .",Proud,Proud,Proud,Impressed
5399,0.8-3768,3716508,"The sunset is so beautiful ! And you look so depressed . Just smile once and all your sorrows will vanish away .
You know how to flirt very well . No , I am speaking the truth . If you don 't believe me , then see for yourself .
I 'm feeling depressed today .",Sad,Sad,Sad,Lonely
5400,0.9-1665426,4506058,"Well donel
Can I have that ?
Taju ... this cup seals the bond of brotherhood between us .",Faithful,Faithful,Faithful,Sentimental
5401,0.9-1716912,4643832,It was a surprisingly big store .,Impressed,Impressed,Impressed,Surprised
5402,0.8-271,239064,"A big hairy spider ! It was crawling up my arm ! Ugh !
We 're in a room with two skeletons and that is what freaked you out ?
I hate spiders .",Terrified,Terrified,Apprehensive,Terrified
5403,0.9-1775364,4797135,The first thing to do is call my colleague . I have complete faith in him as a lawyer .,-,Faithful,Confident,Trusting
5404,0.9-1685360,4559539,"Jenna , do you see the glowing stars ?
Mom ... I know that they are strip lights .",-,Caring,Apprehensive,Agreeing
5405,0.9-1575977,4260481,"Do you think I could have a glass of water ?
Ah ! Your arse looks nice .",Confident,Confident,Confident,Acknowledging
5406,0.9-1671293,4522220,"Magnificent ...
How about if you paint using real blood ?
I bet it would work beautifully .",Encouraging,Encouraging,Acknowledging,Encouraging
5407,0.9-2499836,6704004,l hope this is better than the last one . At least we can see this one .,Encouraging,Encouraging,Encouraging,Consoling
5408,0.9-1810943,4890731,"Sorry to disturb you , sir .",Sympathizing,Sympathizing,Questioning,Sympathizing
5409,0.9-1718424,4648091,Maybe we should have come undercover .,-,Apprehensive,Questioning,Suggesting
5410,0.9-1651838,4467533,"I 've got a surprise for you , girls .
What 's the nutcase up to now ?",Suggesting,Suggesting,Suggesting,Questioning
5411,0.9-1807724,4883255,"I heard your daughter 's getting married ?
You didn 't have to ... We 're all family here .
Congratulations , chief Kwon .",Wishing,Wishing,Acknowledging,Wishing
5412,0.9-1523679,4124957,"Are you sure it 's true ?
Well , I can 't imagine she 'd make that up .",Acknowledging,Acknowledging,Acknowledging,Neutral
5413,0.8-4258,4221255,"Birgitta , it 's pitch black here !",-,Afraid,Lonely,Terrified
5414,0.8-5335,5315743,"I don 't like the sound of that .
If that creature 's as powerful as they say , what good will these rifles are gonna be ?
Shut up , Kosmos !",-,Furious,Annoyed,Angry
5415,0.9-2242716,5997205,"I need to make a caramel .
Get my caramel jousting thing done . This is going to be the trunk of the tree . It has fallen sometimes at home . It sets really firm .
The caramel 's crystallising . So annoying . I just don 't like this grilled stuff .
Hey-ho .
That 's really annoying me now . I 'm already on my second one .",-,Angry,Furious,Annoyed
5416,0.9-1612045,4356715,"The viewpoint on camera 2 is not giving me a boner . The arrival of the Spanish libertine . Top-quality TV every year .
Is the boat under way ?
I 'll give them a call . Yes , do that .
Mr. Van Ophorst is pulling up .
I 'm expecting the Piets any minute .",Anticipating,Anticipating,Anticipating,Excited
5417,0.7-2488,3576180,"That 's time !
Okay . It all comes down to this next hour . Everything 's pretty much pre-painted , but I 'm still stressed out because I have a lot to get done .",Apprehensive,Apprehensive,Apprehensive,Apprehensive
